name,state,median_household_income,median_home_value
Manokotak,AK,51875.0,85600.0
Marshall,AK,53750.0,26300.0
Meadow Lakes,AK,80492.0,287900.0
Mekoryuk,AK,30417.0,89300.0
Mendeltna,AK,75804.0,226300.0
Mentasta Lake,AK,,
Mertarvik,AK,,
Metlakatla,AK,78750.0,163900.0
Mill Bay,AK,115409.0,428000.0
Minto,AK,36042.0,
Moose Creek,AK,74762.0,164900.0
Moose Pass,AK,89250.0,
Mosquito Lake,AK,96719.0,
Mountain Village,AK,45000.0,
Mud Bay,AK,,167900.0
Nabesna,AK,,
Naknek,AK,88333.0,262500.0
Nanwalek,AK,58000.0,206300.0
Napakiak,AK,23889.0,30800.0
Napaskiak,AK,34569.0,37400.0
Naukati Bay,AK,,
Nelchina,AK,,
Nelson Lagoon,AK,58750.0,146400.0
Nenana,AK,50357.0,99000.0
Newhalen,AK,48333.0,168800.0
New Stuyahok,AK,52083.0,94000.0
Newtok,AK,34583.0,75000.0
Nightmute,AK,58750.0,9999.0
Nikiski,AK,59809.0,291200.0
Nikolaevsk,AK,44286.0,178100.0
Nikolai,AK,,85000.0
Nikolski,AK,,
Ninilchik,AK,55357.0,235800.0
Noatak,AK,67500.0,157500.0
Nome,AK,103542.0,333300.0
Nondalton,AK,55000.0,179200.0
Noorvik,AK,56563.0,116700.0
North Lakes,AK,95556.0,311300.0
North Pole,AK,91583.0,261800.0
Northway,AK,,151600.0
Nuiqsut,AK,76250.0,131300.0
Nulato,AK,53839.0,
Nunam Iqua,AK,38214.0,45000.0
Nunapitchuk,AK,43352.0,87700.0
Old Harbor,AK,40156.0,122900.0
Oscarville,AK,,
Ouzinkie,AK,53750.0,
Palmer,AK,68929.0,256400.0
Paxson,AK,,
Pedro Bay,AK,75833.0,216700.0
Pelican,AK,,120000.0
Perryville,AK,27000.0,168800.0
Petersburg,AK,77670.0,277900.0
Petersville,AK,,
Pilot Point,AK,59375.0,137500.0
Pilot Station,AK,41964.0,34800.0
Pitkas Point,AK,57679.0,152800.0
Platinum,AK,,
Pleasant Valley,AK,,138100.0
Point Baker,AK,,
Point Hope,AK,56250.0,171900.0
Point Lay,AK,89583.0,118200.0
Point MacKenzie,AK,92125.0,303800.0
Point Possession,AK,,
Pope-Vannoy Landing,AK,,
Portage Creek,AK,,
Port Alexander,AK,37083.0,
Port Alsworth,AK,102083.0,500000.0
Port Clarence,AK,,
Port Graham,AK,58438.0,87100.0
Port Heiden,AK,,81000.0
Port Lions,AK,50000.0,210700.0
Port Protection,AK,,
Primrose,AK,,
Prudhoe Bay,AK,,
Quinhagak,AK,42083.0,20000.0
Rampart,AK,,75000.0
Red Devil,AK,,
Red Dog Mine,AK,,
Ridgeway,AK,101188.0,300000.0
Ruby,AK,32500.0,77000.0
Russian Mission,AK,,155400.0
St. George,AK,92500.0,91000.0
St. Mary's,AK,43750.0,106900.0
St. Michael,AK,46875.0,78800.0
St. Paul,AK,83214.0,103600.0
Salamatof,AK,63750.0,287500.0
Salcha,AK,64044.0,253200.0
Sand Point,AK,79922.0,213700.0
Savoonga,AK,53125.0,100000.0
Saxman,AK,50500.0,268800.0
Scammon Bay,AK,36250.0,77900.0
Selawik,AK,52917.0,61000.0
Seldovia,AK,84375.0,203800.0
Seldovia Village,AK,48571.0,200000.0
Seward,AK,77850.0,271000.0
Shageluk,AK,33125.0,
Shaktoolik,AK,62500.0,90000.0
Shishmaref,AK,56875.0,118300.0
Shungnak,AK,68750.0,127100.0
Silver Springs,AK,125938.0,247200.0
Sitka and borough,AK,95261.0,424700.0
Skagway,AK,88000.0,422900.0
Skwentna,AK,,
Slana,AK,,
Sleetmute,AK,28750.0,162500.0
Soldotna,AK,67365.0,245700.0
South Lakes,AK,88682.0,347700.0
South Naknek,AK,46667.0,
South Van Horn,AK,64757.0,25800.0
Stebbins,AK,52500.0,109300.0
Steele Creek,AK,118934.0,309900.0
Sterling,AK,98542.0,332400.0
Stevens Village,AK,,
Stony River,AK,106250.0,237500.0
Sunrise,AK,,
Susitna,AK,,
Susitna North,AK,38323.0,208700.0
Sutton-Alpine,AK,71058.0,218900.0
Takotna,AK,,
Talkeetna,AK,79091.0,240300.0
Tanacross,AK,53125.0,
Tanaina,AK,86418.0,288600.0
Tanana,AK,52031.0,66000.0
Tatitlek,AK,70417.0,98000.0
Tazlina,AK,115156.0,233300.0
Teller,AK,34688.0,109400.0
Tenakee Springs,AK,48846.0,275000.0
Tetlin,AK,20417.0,
Thorne Bay,AK,63365.0,230000.0
Togiak,AK,55833.0,104600.0
Tok,AK,45156.0,194800.0
Toksook Bay,AK,49167.0,86900.0
Tolsona,AK,,
Tonsina,AK,,
Trapper Creek,AK,51071.0,164800.0
Tuluksak,AK,,
Tuntutuliak,AK,43000.0,82700.0
Tununak,AK,38750.0,
Twin Hills,AK,,
Two Rivers,AK,,333600.0
Tyonek,AK,42159.0,46400.0
Ugashik,AK,,
Unalakleet,AK,84375.0,155400.0
Unalaska,AK,104706.0,434200.0
Upper Kalskag,AK,43750.0,175000.0
Utqiaġvik,AK,86810.0,248000.0
Valdez,AK,89255.0,251100.0
Venetie,AK,58281.0,
Wainwright,AK,79500.0,97100.0
Wales,AK,34167.0,86700.0
Wasilla,AK,69534.0,302200.0
Whale Pass,AK,49063.0,
White Mountain,AK,53125.0,101300.0
Whitestone,AK,,
Whitestone Logging Camp,AK,,
Whittier,AK,48828.0,79500.0
Willow,AK,71536.0,259500.0
Willow Creek,AK,72212.0,436800.0
Wiseman,AK,,
Womens Bay,AK,121250.0,444100.0
Wrangell and borough,AK,61000.0,273800.0
Yakutat,AK,76875.0,152100.0
Aguila,AZ,,309200.0
Ajo,AZ,46250.0,111700.0
Ak Chin,AZ,,
Ak-Chin Village,AZ,47917.0,131300.0
Alamo Lake,AZ,,
Ali Chuk,AZ,,137500.0
Ali Chukson,AZ,,
Ali Molina,AZ,,
Alpine,AZ,40000.0,165800.0
Amado,AZ,,
Anegam,AZ,,185700.0
Antares,AZ,,85000.0
Anthem,AZ,113294.0,458300.0
Apache Junction,AZ,56209.0,174100.0
Arivaca,AZ,31636.0,86000.0
Arivaca Junction,AZ,62059.0,145300.0
Arizona City,AZ,50218.0,187800.0
Arizona Village,AZ,43750.0,
Arlington,AZ,,236500.0
Ash Fork,AZ,79861.0,108500.0
Avenue B and C,AZ,37346.0,
Avondale,AZ,76496.0,306000.0
Avra Valley,AZ,51415.0,135400.0
Aztec,AZ,,
Bagdad,AZ,81417.0,
Bear Flat,AZ,,
Beaver Dam,AZ,45550.0,
Beaver Valley,AZ,32014.0,266700.0
Bellemont,AZ,111389.0,383400.0
Benson,AZ,49955.0,117800.0
Beyerville,AZ,60625.0,
Bisbee,AZ,43512.0,201000.0
Bitter Springs,AZ,34848.0,56800.0
Black Canyon City,AZ,48468.0,239300.0
Blackwater,AZ,25917.0,207700.0
Blue Ridge,AZ,79688.0,369400.0
Bluewater,AZ,58654.0,78600.0
Bouse,AZ,39279.0,134600.0
Bowie,AZ,47778.0,51000.0
Brenda,AZ,49040.0,61300.0
Bryce,AZ,,
Buckeye,AZ,94188.0,341700.0
Buckshot,AZ,,
Bullhead City,AZ,47129.0,187100.0
Burnside,AZ,28125.0,
Bylas,AZ,39688.0,34000.0
Cactus Flats,AZ,56111.0,260100.0
Cactus Forest,AZ,60882.0,140200.0
Cameron,AZ,38750.0,62900.0
Campo Bonito,AZ,,
Camp Verde,AZ,50247.0,257700.0
Cane Beds,AZ,,
Canyon Day,AZ,33284.0,78900.0
Carefree,AZ,122328.0,1009100.0
Carrizo,AZ,29022.0,45000.0
Casa Blanca,AZ,33372.0,66800.0
Casa Grande,AZ,64535.0,219900.0
Casas Adobes,AZ,75997.0,281000.0
Catalina,AZ,69243.0,231700.0
Catalina Foothills,AZ,110660.0,560400.0
Cave Creek,AZ,90824.0,725300.0
Cedar Creek,AZ,48393.0,81600.0
Centennial Park,AZ,68882.0,227400.0
Central,AZ,88645.0,241200.0
Central Heights-Midland City,AZ,68250.0,106600.0
Chandler,AZ,99374.0,423900.0
Charco,AZ,,
Chiawuli Tak,AZ,,
Chilchinbito,AZ,12941.0,50400.0
Chinle,AZ,44821.0,34100.0
Chino Valley,AZ,55682.0,322600.0
Chloride,AZ,30625.0,90700.0
Christopher Creek,AZ,71205.0,241700.0
Chuichu,AZ,,173300.0
Cibecue,AZ,18250.0,72400.0
Cibola,AZ,,37200.0
Cienega Springs,AZ,47438.0,173600.0
Circle City,AZ,33710.0,129600.0
Citrus Park,AZ,135398.0,582700.0
Clacks Canyon,AZ,67273.0,236400.0
Clarkdale,AZ,40313.0,311300.0
Claypool,AZ,53450.0,114000.0
Clay Springs,AZ,50724.0,155400.0
Clifton,AZ,78862.0,65500.0
Colorado City,AZ,,
Comobabi,AZ,,
Concho,AZ,,
Congress,AZ,61563.0,210400.0
Coolidge,AZ,60682.0,171800.0
Copper Hill,AZ,,
Cordes Lakes,AZ,51285.0,140700.0
Cornfields,AZ,21343.0,32800.0
Cornville,AZ,68929.0,303900.0
Corona de Tucson,AZ,106049.0,305400.0
Cottonwood,AZ,52500.0,47500.0
Cottonwood,AZ,43273.0,265700.0
Cowlic,AZ,,
Crozier,AZ,78333.0,
Crystal Beach,AZ,29792.0,
Cutter,AZ,,
Dateland,AZ,65313.0,
Deer Creek,AZ,35500.0,159700.0
Del Muerto,AZ,26974.0,49300.0
Dennehotso,AZ,19688.0,53400.0
Desert Hills,AZ,59911.0,214400.0
Dewey-Humboldt,AZ,56604.0,330300.0
Dilkon,AZ,40288.0,101000.0
Dolan Springs,AZ,36274.0,92300.0
Doney Park,AZ,90858.0,531400.0
Donovan Estates,AZ,36728.0,77200.0
Douglas,AZ,41594.0,125600.0
Dragoon,AZ,,209900.0
Drexel Heights,AZ,72567.0,200200.0
Dripping Springs,AZ,48125.0,
Drysdale,AZ,,
Dudleyville,AZ,63663.0,94900.0
Duncan,AZ,42969.0,126600.0
Eagar,AZ,82538.0,210100.0
East Fork,AZ,42500.0,151400.0
East Globe,AZ,64375.0,
East Verde Estates,AZ,125438.0,423300.0
Ehrenberg,AZ,37180.0,
El Capitan,AZ,,
Elephant Head,AZ,46167.0,284000.0
Elfrida,AZ,26250.0,98100.0
Elgin,AZ,47188.0,386500.0
El Mirage,AZ,72134.0,246800.0
Eloy,AZ,57364.0,181800.0
El Prado Estates,AZ,44071.0,
First Mesa,AZ,53229.0,60700.0
Flagstaff,AZ,65652.0,466600.0
Florence,AZ,74025.0,298900.0
Flowing Springs,AZ,,
Flowing Wells,AZ,37092.0,41200.0
Forest Lakes,AZ,83629.0,382000.0
Fort Apache,AZ,73393.0,59400.0
Fort Defiance,AZ,50320.0,33000.0
Fort Mohave,AZ,66702.0,252700.0
Fort Thomas,AZ,68295.0,153100.0
Fortuna Foothills,AZ,55347.0,156000.0
Fort Valley,AZ,138824.0,853300.0
Fountain Hills,AZ,100317.0,518200.0
Franklin,AZ,,113500.0
Fredonia,AZ,57762.0,227800.0
Freedom Acres,AZ,,625000.0
Gadsden,AZ,39601.0,163700.0
Ganado,AZ,46339.0,32500.0
Geronimo Estates,AZ,,
Gila Bend,AZ,52879.0,117300.0
Gila Crossing,AZ,51583.0,302200.0
Gilbert,AZ,115179.0,454300.0
Gisela,AZ,19909.0,158700.0
Glendale,AZ,66375.0,310000.0
Globe,AZ,64516.0,187100.0
Gold Canyon,AZ,83654.0,402400.0
Golden Shores,AZ,,166400.0
Golden Valley,AZ,45427.0,105400.0
Goodyear,AZ,97307.0,396100.0
Goodyear Village,AZ,,
Grand Canyon Village,AZ,67256.0,
Grand Canyon West,AZ,,
Greasewood,AZ,22708.0,
Greenehaven,AZ,,
Green Valley,AZ,57785.0,240800.0
Greer,AZ,,
Guadalupe,AZ,56423.0,203000.0
Gu Oidak,AZ,,90200.0
Hackberry,AZ,,151300.0
Haigler Creek,AZ,,
Haivana Nakya,AZ,,
Hard Rock,AZ,,176300.0
Hayden,AZ,33182.0,39500.0
Heber-Overgaard,AZ,39779.0,220200.0
Holbrook,AZ,58856.0,130600.0
Hondah,AZ,59148.0,85700.0
Hotevilla-Bacavi,AZ,31339.0,134600.0
Houck,AZ,25156.0,48400.0
Huachuca City,AZ,44360.0,111000.0
Hunter Creek,AZ,,
Icehouse Canyon,AZ,47161.0,123900.0
Indian Wells,AZ,43333.0,57000.0
Jakes Corner,AZ,38125.0,
Jeddito,AZ,30789.0,23100.0
Jerome,AZ,35208.0,320800.0
Joseph City,AZ,69643.0,153300.0
J-Six Ranchettes,AZ,64632.0,150400.0
Kachina Village,AZ,77701.0,341900.0
Kaibab,AZ,34375.0,116900.0
Kaibab Estates West,AZ,35263.0,170600.0
Kaibito,AZ,47212.0,63100.0
Kaka,AZ,,
Katherine,AZ,65809.0,
Kayenta,AZ,54051.0,45200.0
Keams Canyon,AZ,56958.0,73600.0
Kearny,AZ,58026.0,122000.0
Kingman,AZ,56360.0,220100.0
Kino Springs,AZ,43846.0,101000.0
Klagetoh,AZ,,
Kleindale,AZ,,
Kohatk,AZ,,
Kohls Ranch,AZ,81563.0,352200.0
Komatke,AZ,50331.0,148800.0
Ko Vaya,AZ,,
Kykotsmovi Village,AZ,52143.0,108400.0
Lake Havasu City,AZ,64027.0,363300.0
Lake Montezuma,AZ,57575.0,272700.0
Lake of the Woods,AZ,52480.0,207900.0
La Paz Valley,AZ,,
Lazy Y U,AZ,84000.0,442400.0
LeChee,AZ,61354.0,93900.0
Leupp,AZ,47083.0,57100.0
Linden,AZ,79531.0,358700.0
Litchfield Park,AZ,117601.0,470600.0
Littlefield,AZ,,
Lower Santan Village,AZ,33158.0,
Low Mountain,AZ,25313.0,114600.0
Lukachukai,AZ,28750.0,60200.0
Lupton,AZ,,
McConnico,AZ,,
McNary,AZ,67292.0,55000.0
McNeal,AZ,74063.0,96700.0
Maish Vaya,AZ,,
Mammoth,AZ,42650.0,81800.0
Many Farms,AZ,29659.0,42200.0
Marana,AZ,105624.0,347700.0
Maricopa,AZ,88795.0,292300.0
Maricopa Colony,AZ,26339.0,
Martinez Lake,AZ,75833.0,
Mayer,AZ,53424.0,219700.0
Mead Ranch,AZ,,
Meadview,AZ,55664.0,142700.0
Mesa,AZ,73766.0,327700.0
Mesa del Caballo,AZ,65313.0,209700.0
Mescal,AZ,52969.0,158100.0
Mesquite Creek,AZ,52125.0,164900.0
Miami,AZ,30417.0,75700.0
Miracle Valley,AZ,54107.0,87200.0
Moccasin,AZ,,
Moenkopi,AZ,51518.0,107200.0
Mohave Valley,AZ,69313.0,234300.0
Mojave Ranch Estates,AZ,,
Morenci,AZ,83144.0,
Mormon Lake,AZ,,273400.0
Morristown,AZ,68611.0,267900.0
Mountainaire,AZ,92788.0,427300.0
Mountain View Ranches,AZ,73375.0,425000.0
Munds Park,AZ,80152.0,358600.0
Naco,AZ,42500.0,75300.0
Nazlini,AZ,30357.0,
Nelson,AZ,52300.0,93900.0
New Kingman-Butler,AZ,42541.0,93900.0
New River,AZ,116837.0,560900.0
Nogales,AZ,36682.0,163100.0
Nolic,AZ,,
North Fork,AZ,78942.0,81500.0
Nutrioso,AZ,,
Oak Creek Canyon,AZ,49000.0,687500.0
Oak Springs,AZ,,26700.0
Oatman,AZ,,
Oljato-Monument Valley,AZ,,
Oracle,AZ,64247.0,187300.0
Orange Grove Mobile Manor,AZ,,
Oro Valley,AZ,101394.0,404500.0
Oxbow Estates,AZ,68750.0,541700.0
Padre Ranchitos,AZ,,
Page,AZ,79521.0,262500.0
Palominas,AZ,,186100.0
Paradise Valley,AZ,221333.0,2000001.0
Parker,AZ,67566.0,220600.0
Parker Strip,AZ,48333.0,215200.0
Parks,AZ,93854.0,515100.0
Patagonia,AZ,34609.0,317200.0
Paulden,AZ,65417.0,291300.0
Payson,AZ,60095.0,305700.0
Peach Springs,AZ,55000.0,
Peeples Valley,AZ,61500.0,197500.0
Peoria,AZ,86759.0,383600.0
Peridot,AZ,40074.0,
Phoenix,AZ,72092.0,340200.0
Picacho,AZ,52813.0,182600.0
Picture Rocks,AZ,57376.0,144800.0
Pima,AZ,67880.0,209300.0
Pinal,AZ,42167.0,
Pine,AZ,54720.0,355800.0
Pinedale,AZ,,302600.0
Pine Lake,AZ,,257300.0
Pinetop Country Club,AZ,86417.0,350800.0
Pinetop-Lakeside,AZ,57125.0,280800.0
Pinion Pines,AZ,70441.0,260300.0
Pinon,AZ,42750.0,
Pirtleville,AZ,48594.0,84800.0
Pisinemo,AZ,19643.0,91500.0
Poston,AZ,15625.0,
Prescott,AZ,66330.0,473900.0
Prescott Valley,AZ,66617.0,341900.0
Quartzsite,AZ,19017.0,39100.0
Queen Creek,AZ,127182.0,493700.0
Queen Valley,AZ,,192400.0
Rainbow City,AZ,,65500.0
Rancho Mesa Verde,AZ,,112800.0
Red Lake,AZ,74348.0,225200.0
Red Mesa,AZ,69659.0,
Red Rock (Apache County),AZ,37500.0,62700.0
Red Rock (Pinal County),AZ,76851.0,229700.0
Rillito,AZ,,
Rincon Valley,AZ,137500.0,475000.0
Rio Rico,AZ,62537.0,190400.0
Rio Verde,AZ,135457.0,650400.0
Rock House,AZ,39375.0,
Rock Point,AZ,42000.0,
Roosevelt,AZ,,
Roosevelt Estates,AZ,44313.0,183500.0
Rough Rock,AZ,40347.0,43300.0
Round Rock,AZ,45625.0,54700.0
Round Valley,AZ,,
Rye,AZ,,
Sacate Village,AZ,,
Sacaton,AZ,29347.0,94000.0
Sacaton Flats Village,AZ,69524.0,
Saddlebrooke,AZ,95313.0,448700.0
Safford,AZ,64860.0,178400.0
Sahuarita,AZ,97133.0,314600.0
St. David,AZ,51705.0,152600.0
St. Johns,AZ,83690.0,162600.0
St. Johns,AZ,40982.0,
St. Michaels,AZ,45208.0,156300.0
Salome,AZ,79745.0,116600.0
San Carlos,AZ,38125.0,54200.0
Sanders,AZ,29543.0,
San Jose,AZ,58295.0,176000.0
San Luis,AZ,46747.0,171700.0
San Manuel,AZ,45625.0,100100.0
San Miguel,AZ,,
San Simon,AZ,23750.0,35300.0
Santa Cruz,AZ,,
San Tan Valley,AZ,88466.0,304000.0
Santa Rosa,AZ,50500.0,91900.0
Sawmill,AZ,31875.0,32400.0
Scenic,AZ,32578.0,210400.0
Scottsdale,AZ,104197.0,651800.0
Seba Dalkai,AZ,58750.0,141700.0
Second Mesa,AZ,50700.0,101900.0
Sedona,AZ,62901.0,664300.0
Sehili,AZ,15750.0,22500.0
Seligman,AZ,62823.0,104300.0
Sells,AZ,44038.0,42400.0
Seven Mile,AZ,50956.0,110500.0
Shongopovi,AZ,27353.0,77800.0
Shonto,AZ,53571.0,
Show Low,AZ,57406.0,249200.0
Shumway,AZ,51659.0,141600.0
Sierra Vista,AZ,70899.0,215900.0
Sierra Vista Southeast,AZ,67893.0,236400.0
Six Shooter Canyon,AZ,57292.0,183800.0
Snowflake,AZ,71029.0,230900.0
So-Hi,AZ,48592.0,116400.0
Solomon,AZ,72344.0,164800.0
Somerton,AZ,64180.0,174700.0
Sonoita,AZ,83295.0,381400.0
South Komelik,AZ,,
South Tucson,AZ,34014.0,133100.0
Springerville,AZ,48475.0,160300.0
Spring Valley,AZ,41429.0,149500.0
Stanfield,AZ,,131300.0
Star Valley,AZ,62603.0,
Steamboat,AZ,28125.0,
Stotonic Village,AZ,,107900.0
Strawberry,AZ,43083.0,312600.0
Summerhaven,AZ,,
Summit,AZ,42133.0,119900.0
Sun City,AZ,51263.0,233600.0
Sun City West,AZ,61941.0,316900.0
Sunizona,AZ,21375.0,54800.0
Sun Lakes,AZ,62148.0,380500.0
Sunsites,AZ,51875.0,118800.0
Sun Valley,AZ,,
Sunwest,AZ,,
Supai,AZ,,
Superior,AZ,39600.0,123600.0
Surprise,AZ,87756.0,352600.0
Sweet Water Village,AZ,,
Swift Trail Junction,AZ,68775.0,176100.0
Tacna,AZ,37543.0,118800.0
Tanque Verde,AZ,120887.0,526100.0
Tat Momoli,AZ,,
Taylor,AZ,75125.0,271400.0
Teec Nos Pos,AZ,41458.0,80700.0
Tees Toh,AZ,52639.0,90900.0
Tempe,AZ,72022.0,382100.0
Thatcher,AZ,71591.0,226900.0
Theba,AZ,58889.0,
Three Points,AZ,55074.0,135200.0
Timberline-Fernwood,AZ,120203.0,495800.0
Tolani Lake,AZ,54185.0,
Tolleson,AZ,47875.0,275000.0
Tombstone,AZ,46667.0,141600.0
Tonalea,AZ,30972.0,9999.0
Tonopah,AZ,,
Tonto Basin,AZ,49567.0,192900.0
Tonto Village,AZ,62727.0,237500.0
Topawa,AZ,25050.0,
Topock,AZ,,
Top-of-the-World,AZ,,9999.0
Toyei,AZ,,
Truxton,AZ,30500.0,95300.0
Tsaile,AZ,39625.0,47500.0
Tubac,AZ,85893.0,472100.0
Tuba City,AZ,62136.0,61600.0
Tucson,AZ,52049.0,218200.0
Tucson Estates,AZ,61545.0,185400.0
Tucson Mountains,AZ,138158.0,428600.0
Tumacacori-Carmen,AZ,,
Turkey Creek,AZ,24583.0,80200.0
Tusayan,AZ,,
Upper Santan Village,AZ,,
Utting,AZ,,
Vail,AZ,120179.0,339700.0
Vaiva Vo,AZ,,
Valencia West,AZ,77969.0,252500.0
Valentine,AZ,63438.0,250000.0
Valle,AZ,,
Valle Vista,AZ,44929.0,229200.0
Ventana,AZ,,
Verde Village,AZ,63835.0,283900.0
Vernon,AZ,48203.0,
Vicksburg,AZ,66923.0,
Village of Oak Creek (Big Park),AZ,73188.0,588500.0
Wagon Wheel,AZ,54354.0,265100.0
Wahak Hotrontk,AZ,,
Wall Lane,AZ,44091.0,97500.0
Walnut Creek,AZ,42946.0,200400.0
Washington Park,AZ,,
Wellton,AZ,52654.0,84900.0
Wellton Hills,AZ,,9999.0
Wenden,AZ,36431.0,73000.0
Wet Camp Village,AZ,,
Wheatfields,AZ,68929.0,41800.0
Whetstone,AZ,50967.0,182400.0
Whispering Pines,AZ,67813.0,379200.0
Whitecone,AZ,25795.0,120800.0
White Hills,AZ,36600.0,120000.0
White Mountain Lake,AZ,36719.0,132700.0
Whiteriver,AZ,37165.0,59800.0
Why,AZ,,
Wickenburg,AZ,63301.0,398000.0
Wide Ruins,AZ,,
Wikieup,AZ,95625.0,188800.0
Wilhoit,AZ,43882.0,209700.0
Willcox,AZ,40884.0,116400.0
Williams,AZ,63141.0,377700.0
Williamson,AZ,84878.0,602500.0
Willow Canyon,AZ,,
Willow Valley,AZ,32981.0,250200.0
Window Rock,AZ,40242.0,82200.0
Winkelman,AZ,29457.0,55800.0
Winslow,AZ,43918.0,119500.0
Winslow West,AZ,43125.0,317400.0
Wintersburg,AZ,,
Wittmann,AZ,65774.0,214500.0
Woodruff,AZ,,
Yarnell,AZ,39847.0,224500.0
York,AZ,77321.0,153900.0
Young,AZ,47000.0,218000.0
Youngtown,AZ,56449.0,262500.0
Yucca,AZ,30625.0,81300.0
Yuma,AZ,59312.0,186500.0
Yuma Proving Ground,AZ,111481.0,
Acorn,AR,86354.0,
Adona,AR,46250.0,75000.0
Alexander,AR,68431.0,140300.0
Alicia,AR,26875.0,46000.0
Alix,AR,,
Alleene,AR,,
Allport,AR,25000.0,
Alma,AR,46273.0,178300.0
Almyra,AR,70125.0,73600.0
Alpena,AR,48500.0,86500.0
Alpine,AR,,
Altheimer,AR,31429.0,79000.0
Altus,AR,37768.0,107600.0
Amagon,AR,35938.0,
Amity,AR,39792.0,89000.0
Anthonyville,AR,13750.0,71700.0
Antoine,AR,30789.0,41900.0
Aplin,AR,71364.0,232100.0
Appleton,AR,41667.0,
Arkadelphia,AR,37634.0,157000.0
Arkansas City,AR,39038.0,89800.0
Armorel,AR,144688.0,183200.0
Ashdown,AR,60909.0,134100.0
Ash Flat,AR,39632.0,82100.0
Atkins,AR,51643.0,92400.0
Aubrey,AR,,54300.0
Augusta,AR,51535.0,133600.0
Austin,AR,93929.0,185400.0
Avilla,AR,131250.0,281800.0
Avoca,AR,57063.0,184000.0
Bald Knob,AR,47917.0,133800.0
Banks,AR,48750.0,81700.0
Barling,AR,50289.0,125000.0
Bassett,AR,50750.0,75000.0
Batavia,AR,,216300.0
Batesville,AR,52304.0,148500.0
Bauxite,AR,68125.0,132700.0
Bay,AR,58036.0,99200.0
Bearden,AR,24861.0,66300.0
Beaver,AR,55208.0,198200.0
Beebe,AR,55072.0,135200.0
Bee Branch,AR,,140800.0
Beedeville,AR,,
Beirne,AR,,
Bella Vista,AR,83989.0,233800.0
Bellefonte,AR,52778.0,160700.0
Belleville,AR,64239.0,85000.0
Ben Lomond,AR,46250.0,83200.0
Benton,AR,66868.0,186700.0
Bentonville,AR,99074.0,338500.0
Bergman,AR,58977.0,111600.0
Berryville,AR,43388.0,150000.0
Bethesda,AR,,
Bigelow,AR,69000.0,156800.0
Big Flat,AR,20625.0,154200.0
Biggers,AR,,53100.0
Birdsong,AR,,45000.0
Bismarck,AR,63831.0,
Black Oak,AR,51250.0,65200.0
Black Rock,AR,65347.0,58900.0
Black Springs,AR,55000.0,75000.0
Blevins,AR,57500.0,76600.0
Blue Eye,AR,26250.0,72500.0
Blue Mountain,AR,,
Bluff City,AR,,83200.0
Blytheville,AR,45746.0,104800.0
Board Camp,AR,23864.0,345500.0
Bodcaw,AR,49464.0,76500.0
Boles,AR,50625.0,149100.0
Bonanza,AR,52500.0,120600.0
Bono,AR,48611.0,131200.0
Booneville,AR,46182.0,92200.0
Bowman,AR,,
Bradford,AR,28333.0,72500.0
Bradley,AR,27604.0,60000.0
Branch,AR,34712.0,53000.0
Briarcliff,AR,53125.0,159700.0
Brinkley,AR,35087.0,85600.0
Brookland,AR,65688.0,149500.0
Bryant,AR,76282.0,209300.0
Buckner,AR,106875.0,19500.0
Buffalo City,AR,,
Bull Shoals,AR,45144.0,153900.0
Burdette,AR,94375.0,105100.0
Cabot,AR,69094.0,188400.0
Caddo Gap,AR,24034.0,
Caddo Valley,AR,63750.0,116100.0
Caldwell,AR,57679.0,107600.0
Cale,AR,38750.0,
Calico Rock,AR,36667.0,100000.0
Calion,AR,39205.0,83900.0
Camden,AR,48302.0,96700.0
Cammack Village,AR,84286.0,271600.0
Campbell Station,AR,72083.0,86000.0
Canehill,AR,,
Caraway,AR,47679.0,63200.0
Carlisle,AR,35769.0,114400.0
Carthage,AR,,76000.0
Casa,AR,80625.0,63900.0
Cash,AR,27130.0,80500.0
Caulksville,AR,36000.0,156300.0
Cave City,AR,40441.0,96700.0
Cave Springs,AR,143393.0,368100.0
Cedarville,AR,50866.0,128400.0
Center Point,AR,,76300.0
Center Ridge,AR,58426.0,85000.0
Centerton,AR,104464.0,247800.0
Centerville,AR,,
Central City,AR,73456.0,170300.0
Charleston,AR,63661.0,119600.0
Cherokee City,AR,,
Cherokee Village,AR,35257.0,86700.0
Cherry Valley,AR,34875.0,77900.0
Chester,AR,34375.0,
Chidester,AR,22167.0,66900.0
Cincinnati,AR,58833.0,91300.0
Clarendon,AR,27065.0,65000.0
Clarkedale,AR,119271.0,254800.0
Clarksville,AR,35911.0,152800.0
Clinton,AR,42292.0,121700.0
Coal Hill,AR,33661.0,90300.0
College Station,AR,,
Collins,AR,103317.0,57100.0
Colt,AR,,88100.0
Concord,AR,47857.0,110900.0
Conway,AR,54036.0,223900.0
Corinth,AR,46250.0,
Corning,AR,41607.0,86200.0
Cotter,AR,35221.0,152700.0
Cotton Plant,AR,18250.0,27700.0
Cove,AR,27500.0,58300.0
Coy,AR,38000.0,95000.0
Crawfordsville,AR,71250.0,142900.0
Crossett,AR,41250.0,102500.0
Crystal Springs,AR,90756.0,284300.0
Cushman,AR,41250.0,96700.0
Daisy,AR,76000.0,112500.0
Damascus,AR,62083.0,138600.0
Danville,AR,61726.0,114300.0
Dardanelle,AR,47724.0,126300.0
Datto,AR,25313.0,33200.0
Decatur,AR,39886.0,124100.0
